nombre,domicilio,localidad,departamento,provincia,cp,longitud,latitud
MARTINEZ JUAN JOSE,URQUIZA 1859,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71527867,-31.65299707
MAZZALI,JUAN DE GARAY 2915,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71239204,-31.65180231
MENAPACE,BLAS PARERA 7831,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.72494561,-31.58951182
MENDEZ,GUEMES 4356,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.68677892,-31.63071628
MERCADO CENTRAL,SAN JERONIMO 2179,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70908185,-31.65016762
MONICA WAGNER,MARCIAL CANDIOTI 3895,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69440861,-31.63353906
MONTES,GRAL. PAZ 6765,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.67778032,-31.60937396
MORALES,Av. Aristóbulo del Valle 5827,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.696639,-31.614672
NAITO,MENDOZA 4098,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.72664357,-31.64419457
ORTEGA,BLAS PARERA 8374,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.72634912,-31.58350983
PACCE,ARISTBULO DEL VALLE 4900,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69921705,-31.62282528
PARDO,9 DE JULIO 3443,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70606856,-31.63572249
PASTEUR,MARCIAL CANDIOTTI 3499,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69546723,-31.63729328
PEDRO  ANDRS KORNIJUK,AV. FACUNDO ZUVIRIA 5323,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70544709,-31.61739533
PEIRO,AV. FACUNDO ZUVIRIA 6253,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70415069,-31.60868109
PELLEGRINI,BOULEVARD PELLEGRINI 3465,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71441632,-31.63325626
PESCETTI,PADRE GENESIO 1830,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.6842863,-31.601801
SEIB,MORENO 744,FLORENCIA,GENERAL OBLIGADO,SANTA FE,3516,-59.22106962,-28.04057883
BURGI,SAAVEDRA 2053,FRANCK,LAS COLONIAS,SANTA FE,3009,-60.94000583,-31.58893545
IRENE ALBRECHT,MIGUEL MANFREDI 2021,FRANCK,LAS COLONIAS,SANTA FE,3009,,
MARIANO,SAN MARTIN 2199,FRANCK,LAS COLONIAS,SANTA FE,3009,-60.93842643,-31.58578672
FARMACIA TRAVERSO,CALLE 1 799,FRONTERA,CASTELLANOS,SANTA FE,2438,-62.06489145,-31.42731067
TELLO,CASTELLANO 840,GABOTO,SAN JERÓNIMO,SANTA FE,2208,-60.81769255,-32.43354416
CASTINI,JORGE NEWBERY 447,GALVEZ,SAN JERÓNIMO,SANTA FE,2252,-61.21525705,-32.03581654
SEN,SALVADOR DEL CARRIL 1672,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.6879182,-31.62017035
DOBLER,25 DE MAYO 377,PROGRESO,LAS COLONIAS,SANTA FE,3023,-60.98942198,-31.13624365
SIOLI,INDENDENCIA 69,PROGRESO,LAS COLONIAS,SANTA FE,3023,-60.9877865,-31.13650191
FARMACIA ABOAL,ARISTOBULO DEL VALLE 1161,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.48097703,-31.25886058
FARMACIA ABRATE,LUIS FANTI 102,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.4954254,-31.26144268
FARMACIA BERNINI,AV. LUIS  FANTI 1510,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.5101139,-31.25933075
FARMACIA BLATTER,AV. SANTA FE 1460,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.47694198,-31.25523734
FARMACIA BRUERA,TUCUMAN 130,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.48475601,-31.25263349
FARMACIA CAGNOTTI,SAN MARTIN 345,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.4877806,-31.25199499
RANZUGLIA,BLAS PARERA 9278,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.72875169,-31.57449522
RITA MARTINEZ,AV. ARISTOBULO DEL VALLE 10396,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69006674,-31.57128372
ROJAS,BLAS PARERA 7202,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.72319805,-31.59553382
ROJAS SOTELO,ALVEAR 6303,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.68902834,-31.61143119
FARMACIA SANTA FE,Calle Saavedra 1822,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7179652,-31.6530133
SANTIAGO,NECOCHEA 4162,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69259872,-31.63135359
FARMACIA SANTIVAÑEZ,ESTANISLAO ZEBALLOS 4453,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.718518,-31.6003405
ITALIANA,SAN MARTIN 501,GALVEZ,SAN JERÓNIMO,SANTA FE,2252,-61.22159391,-32.03119633
MEYNET,BME. MITRE 1124,GALVEZ,SAN JERÓNIMO,SANTA FE,2252,,
PERLO,BELGRANO 948,GALVEZ,SAN JERÓNIMO,SANTA FE,2252,-61.21625774,-32.02977482
RAMPONE,BELGRANO 699,GALVEZ,SAN JERÓNIMO,SANTA FE,2252,-61.21949165,-32.03151414
SOLTERMANN,AV. MAYO 814,GALVEZ,SAN JERÓNIMO,SANTA FE,2252,-61.21950473,-32.0286214
VENICA,BELGRANO 599,GALVEZ,SAN JERÓNIMO,SANTA FE,2252,-61.22078776,-32.03229556
CHIAPPO,PRESBITERO DOMINGO NARDI 898,GESSLER,SAN JERÓNIMO,SANTA FE,2253,,
MARIONI,SAN MARTIN 1152,GESSLER,SAN JERÓNIMO,SANTA FE,2253,-61.12892603,-31.87658512
BOTTA,ESTANISLAO ZEBALLO 201,GOBERNADOR CRESPO,SAN JUSTO,SANTA FE,3044,,
GONNET,COMBATE DE SAN LORENZO 325,GOBERNADOR CRESPO,SAN JUSTO,SANTA FE,3044,-60.40175892,-30.36204556
TROMBERT,AV. SAN MART N 204,GOBERNADOR CRESPO,SAN JUSTO,SANTA FE,3044,-60.40353372,-30.36315356
ALI BOCO,SANTA FE Y SALTA S,GREGORIA PEREZ DE DENIS,9 DE JULIO,SANTA FE,3061,,
WIRTH,ZONA URBANA S,GUADALUPE NORTE,GENERAL OBLIGADO,SANTA FE,3574,,
CHEMES,PADRE PEDRO P. SELLARES 697,HELVECIA,GARAY,SANTA FE,3003,,
REARTES,CORRIENTES 715,HELVECIA,GARAY,SANTA FE,3003,-60.08936701,-31.10154319
DULAC,Patricio Diez 1094,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.649657,-29.1437226
FACCHINI,LISANDRO DE LA TORRE 1020,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.65284,-29.17216147
GALENO,OLESSIO 999,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.65024515,-29.1470386
GASSMANN,OLESSIO 2345,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.65202208,-29.16142871
GOMEZ INGARAMO,9 DE JULIO 1199,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64807868,-29.14945536
LILIANA ARAMBURU,9 DE JULIO 1598,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.6486909,-29.15377853
MASAT,PIETROPAOLO 2074,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.66295209,-29.1482016
MENENDEZ,SAN MARTIN 402,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64199946,-29.14139111
MOSCHEN,MORENO 776,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64541444,-29.14100551
PADUAN,9 DE JULIO 498,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64705606,-29.14193728
PEIRONE,PTE.ROCA 2740,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,,
SARTOR,9 DE JULIO 1033,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64785914,-29.14766597
SELLARES,GENERAL OBLIGADO 1001,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64534257,-29.14758242
SOLODKOW,BELGRANO 669,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64608855,-29.14388658
TISEYRA,L. FUNES 977,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,,
VERDERONE,NEWBERY Y CALLE 12,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64365658,-29.15322843
VIANO,LUDUENA 1077,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.6416225,-29.1487946
VICENTIN,HIPOLITO IRIGOYEN 1057,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.65664025,-29.14699349
VIZCAY,25 DE MAYO 1088,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64916356,-29.14813472
BIELER,IGNACIO CRESPO 1001,RECREO,LA CAPITAL,SANTA FE,3018,-60.73307701,-31.49335697
LEDESMA,CRESPO Y MITRE,RECREO,LA CAPITAL,SANTA FE,3018,-60.7325466,-31.49223098
COURVOISIER,SAN MARTIN 1499,ROMANG,SAN JAVIER,SANTA FE,3555,-59.75208742,-29.49873556
STRICKER,LAS HERAS 3844,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69666975,-31.633552
SUPPO,ARISTOBULO DEL VALLE 6897,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69259606,-31.60490867
THEILLER,GRAL. PAZ 5773,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.68402495,-31.61762248
THROENDLY,BLAS PARERA 8235,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.72590754,-31.58545707
TRUCCO,LAS HERAS 4501,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69489182,-31.62757888
DERGHON,R.E. DE SAN MARTIN 2303,SAN JUSTO,SAN JUSTO,SANTA FE,3040,,
DOMINGORENA,BELGRANO 2387,SAN JUSTO,SAN JUSTO,SANTA FE,3040,-60.5909264,-30.78870303
FILIPPA,INDEPENDENCIA 2693,SAN JUSTO,SAN JUSTO,SANTA FE,3040,-60.59558435,-30.78939745
LANZO,GOBERNADOR IRIONDO 2531,SAN JUSTO,SAN JUSTO,SANTA FE,3040,,
LAZZARONI,NICOLÁS FIGUEREDO 2755,SAN JUSTO,SAN JUSTO,SANTA FE,3040,,
MAGLIONI,9 DE JULIO 1728,SAN JUSTO,SAN JUSTO,SANTA FE,3040,-60.58192917,-30.79016267
MUSURUANA,URQUIZA 2355,SAN JUSTO,SAN JUSTO,SANTA FE,3040,-60.58936951,-30.78855384
PERUSINI,BELGRANO 2331,SAN JUSTO,SAN JUSTO,SANTA FE,3040,-60.59076382,-30.78798735
RAGGIO,AV.IRIONDO 2246,SAN JUSTO,SAN JUSTO,SANTA FE,3040,-60.59199126,-30.78666893
ZANUTTINI,IRIONDO 3162,SAN JUSTO,SAN JUSTO,SANTA FE,3040,,
BANCHIO,DR.D ALFONSO 1174,SAN MARTIN DE LAS ESCOBAS,SAN MARTÍN,SANTA FE,2449,,
RIBETTI,D ALFONSO 1005,SAN MARTIN DE LAS ESCOBAS,SAN MARTÍN,SANTA FE,2449,,
ARAGNO,BV. SARMIENTO 101,SAN VICENTE,CASTELLANOS,SANTA FE,2447,,
WAGNER BURGUES,RIVADAVIA 3298,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70178907,-31.63831835
UGOLINI,GORRITTI 4449,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71416792,-31.58562712
VALETTI,GRAL.PAZ 6440,SANTA FE,LA CAPITAL,SANTA FE,3000,,
VERONICA CANO,SUIPACHA 2912,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7085925,-31.63917267
VIGNOLO,GRAL. PAZ 4698,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69040253,-31.62663393
VINDEROLA,BV PELLEGRINI 3060,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70936605,-31.63434118
WUILLOUD,SAN JERONIMO 1900,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71002053,-31.65341021
ZENTNER,San Jerónimo 3101,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.706165,-31.63965
ZIMERMAN,PADRE GENESIO 2971,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69780198,-31.59892285
QUEGLAS,RTO. 12 DE INFANTERA 4400,SANTA FE,LA CAPITAL,SANTA FE,3000,,
LOVATTO,AV. SAN MARTIN 1101,ALEJANDRA,SAN JAVIER,SANTA FE,3051,-59.82790841,-29.90971617
JARA,JUAN JOSE MICHLIG 317,AMBROSETTI,SAN CRISTÓBAL,SANTA FE,2352,-61.57724498,-30.01325679
FARMACIA STEINBERGER,LISANDRO DE LA TORRE 232,ANGELICA,CASTELLANOS,SANTA FE,2303,-61.54371158,-31.55077505
FARMACIA TOSELLI,ROSARIO 16,ANGELICA,CASTELLANOS,SANTA FE,2303,-61.54567586,-31.55127892
TOLEDO,GENERAL ROCA 698,HELVECIA,GARAY,SANTA FE,3003,-60.08534932,-31.10242841
FARMACIA CASTELLANO,AGUSTIN ALVAREZ 21,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.4900722,-31.24673415
FARMACIA CECCHI,BV. LEHMANN 747,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.4900526,-31.24494692
FARMACIA CORACH,AVDA. SANTA FE 417,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.48712708,-31.25301429
FARMACIA DAGOSTINO,JORGE NEWBERY 396,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.46724893,-31.25319562
FARMACIA DARDATI,Lavalle 64,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.4903983,-31.2522888
FARMACIA DECHIARA,AV. MITRE 309,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.48235885,-31.25259129
FARMACIA DELBINO,AV. MITRE 1148,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.47552673,-31.25149946
FARMACIA ESCOBAR,AV.SANTA FE 1141,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.47996225,-31.25431915
FARMACIA FOGLIATTI,BV. HIPOLITO YRIGOYEN 1338,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.49479098,-31.26509495
FARMACIA GIORGIS,BV.ROCA 1658,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.50907955,-31.24948357
FARMACIA GRIMALDI,FALUCHO 30,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.49316818,-31.25691202
FARMACIA INGARAMO,Bv. Presidente Julio A. Roca 197,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.49387956,-31.25248314
FARMACIA LEIGGENER,ITALIA 1857,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.47450499,-31.23851493
FARMACIA LONGONI,SARMIENTO 190,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.48924595,-31.2510864
FARMACIA MAINERO,SUIPACHA 413,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.4992873,-31.25525814
FARMACIA MODENESI,AV.ERNESTO SALVA 1016,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.50054705,-31.24110029
FARMACIA MORBIDONI,ERNESTO SALVA 34,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.48995946,-31.24299284
FARMACIA MORENO,MORENO 202,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.49377585,-31.25111148
FARMACIA OPERTO,BV. HIP LITO IRIGOYEN 229,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.492099,-31.25467857
FARMACIA PAUTASSO,ROSARIO 392,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.5004464,-31.24736754
GAIDO,BV.LEDESMA Y SAN FABIAN,AROCENA,SAN JERÓNIMO,SANTA FE,2242,-60.97401997,-32.07765211
VICENTIN,ARROYO CEIBAL,ARROYO CEIBAL,GENERAL OBLIGADO,SANTA FE,3575,,
ARRIETA,SOLDADOS ARGENTINOS 231,ARRUFO,SAN CRISTÓBAL,SANTA FE,2344,-61.72860098,-30.23436213
OROZCO,ENRIQUE CRIPPA 551,ARRUFO,SAN CRISTÓBAL,SANTA FE,2344,-61.73014129,-30.23201526
BENVIN,RIVADAVIA 126,ATALIVA,CASTELLANOS,SANTA FE,2307,-61.43384698,-30.99673445
BACCA,CALLE 22 293,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,,
CANO,CALLE 18 NRO. 258,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,-59.65450719,-29.11530293
DELLA ROSA,CALLE 15 1410,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,-59.64766145,-29.12099483
FERRERO,CALLE 15 NRO. 592,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,-59.65775175,-29.11982526
ENRIQUE KAENEL,9 DE JULIO 1105,ROMANG,SAN JAVIER,SANTA FE,3555,-59.75060919,-29.50079194
KAENEL,SAN MARTIN 1272,ROMANG,SAN JAVIER,SANTA FE,3555,-59.74989976,-29.49912096
RIBATTO,SAN MARTIN 999,ROMANG,SAN JAVIER,SANTA FE,3555,-59.74726409,-29.49960158
GARETTO,SA PEREIRA 232,SA PEREYRA,LAS COLONIAS,SANTA FE,3011,-61.37712691,-31.57029763
RUFFNER,SAN LORENZO 355,SA PEREYRA,LAS COLONIAS,SANTA FE,3011,-61.37780678,-31.56994562
POSSIEL,ZONA URBANA S,SAN ANTONIO DE OBLIGADO,GENERAL OBLIGADO,SANTA FE,3587,,
NOVERO,SAN MARTIN 2600,EMPALME SAN CARLOS,LAS COLONIAS,SANTA FE,3007,,
BOSCOVICH,BELGRANO 1601,SAN CARLOS CENTRO,LAS COLONIAS,SANTA FE,3013,-61.09426834,-31.73750155
CALCATERRA DE GARCIA,SAN MARTIN 1217,SAN CARLOS CENTRO,LAS COLONIAS,SANTA FE,3013,-61.09458831,-31.73358373
COLLA,BELGRANO 845,SAN CARLOS CENTRO,LAS COLONIAS,SANTA FE,3013,-61.09236789,-31.73022348
CROSTA,SAN MARTIN 2051,SAN CARLOS CENTRO,LAS COLONIAS,SANTA FE,3013,-61.09656534,-31.74166447
FAVRE,RIVADAVIA 598,SAN CARLOS CENTRO,LAS COLONIAS,SANTA FE,3013,-61.09042638,-31.72812776
PRIERI,BELGRANO 699,SAN CARLOS CENTRO,LAS COLONIAS,SANTA FE,3013,-61.0920277,-31.72882196
ZURBRIGGEN,SAN MARTIN 370,SAN CARLOS CENTRO,LAS COLONIAS,SANTA FE,3013,-61.09258455,-31.72541037
MENY,CARLOS B.BERNARD 199,SAN CARLOS NORTE,LAS COLONIAS,SANTA FE,3009,,
SAGER,SAN MARTIN 799,SAN CARLOS SUD,LAS COLONIAS,SANTA FE,3013,-61.10102763,-31.75958547
BOSCO,BV. SAN MARTIN 1389,SAN CRISTOBAL,SAN CRISTÓBAL,SANTA FE,3070,-61.23053491,-30.30803042
DIPIAZZA,ALVEAR 949,SAN CRISTOBAL,SAN CRISTÓBAL,SANTA FE,3070,-61.23764395,-30.31007486
GAITAN,ALVEAR 619,SAN CRISTOBAL,SAN CRISTÓBAL,SANTA FE,3070,-61.23261769,-30.31100673
LEMOS,CASEROS 1441,SAN CRISTOBAL,SAN CRISTÓBAL,SANTA FE,3070,-61.23271696,-30.30689454
PESQUEDUA,PTE J.D PERON 1191,SAN CRISTOBAL,SAN CRISTÓBAL,SANTA FE,3070,,
PIERANTONI,CASEROS 1298,SAN CRISTOBAL,SAN CRISTÓBAL,SANTA FE,3070,-61.23312072,-30.30852562
FIRPO,SAN MARTIN 1144,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,,
FRANCISCO SELLARES,CALLE 13 396,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,-59.66008131,-29.11846986
MAREGA,CALLE 18 NRO. 998,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,-59.65572471,-29.12338334
MELGAREJO,CALLE 312 52,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,-59.65762226,-29.11089736
PIVIDORI,SAN MARTIN OESTE 298,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,,
VIANO,CALLE 9 NRO. 665,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,-59.65637471,-29.11663297
VICENTIN,SAN MARTIN 875,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,,
VITTI,CALLE 4 NO. 398,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,,
WILHELM,CALLE 21 NUMERO 74,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,-59.66468531,-29.1223535
ZUPEL,CALLE 7-ESQ.10,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,,
DIP,AVDA. PAGANINI 521,BARRANCAS,SAN JERÓNIMO,SANTA FE,2246,,
GALLOTTO,BENAVIDEZ 172,BARRANCAS,SAN JERÓNIMO,SANTA FE,2246,-60.98260289,-32.23114416
LORENZATTI,Avenida Paganini 1062,BARRANCAS,SAN JERÓNIMO,SANTA FE,2246,-60.98036528,-32.23759712
CARGNELUTTI,PUEYRREDON 901,CALCHAQUI,VERA,SANTA FE,3050,-60.28567083,-29.88465429
CARRARA,BELGRANO 39,CALCHAQUI,VERA,SANTA FE,3050,-60.27936007,-29.88887025
PERELLO,PUEYRREDON 1399,CALCHAQUI,VERA,SANTA FE,3050,-60.28667815,-29.89007646
RIOS,SANTA FE 100,CALCHAQUI,VERA,SANTA FE,3050,-60.28177289,-29.89076361
TRAVESANI,RIVADAVIA 201,CALCHAQUI,VERA,SANTA FE,3050,-60.28280673,-29.88952375
BIOLATTO,URQUIZA 626,CAÑADA ROSQUIN,SAN MARTÍN,SANTA FE,2454,-61.60217268,-32.05167987
BONINO,SARMIENTO 363,CAÑADA ROSQUIN,SAN MARTÍN,SANTA FE,2454,-61.59845851,-32.05102164
GALETTO,SAN MARTIN 626,CAÑADA ROSQUIN,SAN MARTÍN,SANTA FE,2454,-61.6006681,-32.0536564
MARIELA GALETTO,BELGRANO 478,CAÑADA ROSQUIN,SAN MARTÍN,SANTA FE,2454,-61.59890491,-32.05297912
DUPRAZ,CONSTITUCION 120,SAN VICENTE,CASTELLANOS,SANTA FE,2447,-61.56892506,-31.70015313
JALIT,9 DE JULIO 263,SAN VICENTE,CASTELLANOS,SANTA FE,2447,-61.56691288,-31.69664543
MONDINO,BELGRANO 540,SAN VICENTE,CASTELLANOS,SANTA FE,2447,-61.56128055,-31.69922159
ROSSI,25 DE MAYO 283,SAN VICENTE,CASTELLANOS,SANTA FE,2447,-61.56436643,-31.69979832
ROVITO,SAN MARTIN 150,SAN VICENTE,CASTELLANOS,SANTA FE,2447,-61.5692125,-31.6988745
PUSSETTO,CORONEL DOMINGUEZ 483,SANTA CLARA DE BUENA VISTA,LAS COLONIAS,SANTA FE,2258,-61.31725088,-31.76323894
ROGGERO,CORONEL DOMINGUEZ 903,SANTA CLARA DE BUENA VISTA,LAS COLONIAS,SANTA FE,2258,-61.32309187,-31.7645329
BARONETTO,JOSE HERNANDEZ 353,SANTA CLARA DE SAGUIER,CASTELLANOS,SANTA FE,2315,-61.82096384,-31.33858309
POMPEYA,AV. SAN MARTIN 245,SANTA CLARA DE SAGUIER,CASTELLANOS,SANTA FE,2315,-61.8185555,-31.33797097
CACERES,SANTA FE Y URUGUAY,SANTA ROSA DE CALCHINES,GARAY,SANTA FE,3001,-60.33564146,-31.42124444
NAISIUS,SANTA FE 751,SANTA ROSA DE CALCHINES,GARAY,SANTA FE,3001,-60.3351452,-31.41900379
MAITRE MEIER,AV. LIBERTADOR 366,SANTO DOMINGO,LAS COLONIAS,SANTA FE,3025,-60.88801328,-31.12097979
ADRIAN CARRIZO,BELGRANO 3405 LOCAL 2 Y 3,SANTO TOME,LA CAPITAL,SANTA FE,3016,,
BERTA,EJERCITO ARGENTINO 2695,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.77089944,-31.67245721
BONINO,RIVADAVIA 1786,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.76342465,-31.66307512
CIRELLI,25 DE MAYO 1654,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.76215055,-31.66204719
CONTINI,SARMIENTO 1776,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.75860274,-31.66205876
CRUZ,MARIANO CANDIOTI 2493,SANTO TOME,LA CAPITAL,SANTA FE,3016,,
ERICA TEPP,AVDA. RICHIERI 3296,SANTO TOME,LA CAPITAL,SANTA FE,3016,,
ESCOBAR,AV. 7 DE MARZO 1527,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.75681734,-31.6673875
GOMEZ,GABOTO 1801,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.7605525,-31.67019359
NOVAIRA,SANTA FE 680,CAÑADA ROSQUIN,SAN MARTÍN,SANTA FE,2454,-61.60051057,-32.05496414
COSATTO,NICOLAS LEVALLE 901,CARLOS PELLEGRINI,SAN MARTÍN,SANTA FE,2453,,
ELIAS,MONTES DE OCA S N LOTE 2 M21,CARLOS PELLEGRINI,SAN MARTÍN,SANTA FE,2453,,
PAGANI,BME.MITRE 998,CARLOS PELLEGRINI,SAN MARTÍN,SANTA FE,2453,,
ROVERE,SAN MARTIN 836,CARLOS PELLEGRINI,SAN MARTÍN,SANTA FE,2453,-61.78390085,-32.04868167
SCARAFIOCCA,RIVADAVIA 644,CARLOS PELLEGRINI,SAN MARTÍN,SANTA FE,2453,-61.78565161,-32.05166521
FALVO,PEDRO DE VEGA S,CAYASTA,GARAY,SANTA FE,3001,,
GFELLER,CONDE TISSIERES S,CAYASTA,GARAY,SANTA FE,3001,,
DASCANIO,SARMIENTO 1298,CENTENO,SAN JERÓNIMO,SANTA FE,2148,-61.40960703,-32.29791851
SOPRANZETTI,BUENOS AIRES 1254,CENTENO,SAN JERÓNIMO,SANTA FE,2148,,
FARMACIA ALBERTINAZZI,AVDA DE MAYO 267,CERES,SAN CRISTÓBAL,SANTA FE,2340,-61.9436491,-29.8798468
BARRIOS,GDOR. ALDAO 102,CERES,SAN CRISTÓBAL,SANTA FE,2340,-61.94337265,-29.88137888
CERUTTI,C. PELLEGRINI 498,CERES,SAN CRISTÓBAL,SANTA FE,2340,,
COMETTO,AV. 25 DE MAYO 325,CERES,SAN CRISTÓBAL,SANTA FE,2340,,
FRANK,DELFOR DEL VALLE 345,CERES,SAN CRISTÓBAL,SANTA FE,2340,-61.94049106,-29.88271865
GIOVANNINI,AV. VICENTE CASARES 345,CERES,SAN CRISTÓBAL,SANTA FE,2340,-61.94343692,-29.88481098
HILBE,AV. FALUCHO 19,CERES,SAN CRISTÓBAL,SANTA FE,2340,-61.95234715,-29.88576387
MILANESIO,AV. ITALIA 158,CERES,SAN CRISTÓBAL,SANTA FE,2340,-61.94870612,-29.88344143
ALANIZ,SAN MARTIN 270,HERSILIA,SAN CRISTÓBAL,SANTA FE,2352,-61.83803489,-30.00537876
CHIAPERO,CAYETANO ZIBECHI 310,HERSILIA,SAN CRISTÓBAL,SANTA FE,2352,,
CORIA,SARMIENTO 236,HERSILIA,SAN CRISTÓBAL,SANTA FE,2352,-61.83730557,-30.00314026
FARMACIA BECCARIA,SAN MARTIN 168,HUMBERTO PRIMO,CASTELLANOS,SANTA FE,2309,-61.35093753,-30.86742773
FARMACIA COLOMBO,BV. LEHMANN 254,HUMBERTO PRIMO,CASTELLANOS,SANTA FE,2309,-61.34836336,-30.870026
